id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,market_cap_mm
based-brett,brett,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.17277,1713735326.0,66.0,1713735308.0,298541313.0,0.191253,0.141812,0.0242113,16.29746,242259919.0,16.46374,9910112130.0759,9910112023.76992,9999998988.0,0.193328,-9.96651,2024-06-09T12:55:51.835Z,0.00084753,20437.36603,2024-02-29T08:40:24.951Z,,2024-11-15T13:24:56.051Z,1713.735308
degen-base,degen,Degen (Base),https://coin-images.coingecko.com/coins/images/34515/large/android-chrome-512x512.png?1706198225,0.02878246,499826644.0,175.0,1077643366.0,456187347.0,0.03102549,0.02038733,0.0083478,40.8512,144655888.0,40.72855,17145337963.22,36965935954.0,36965935954.0,0.064543,-54.64568,2024-03-31T20:22:27.147Z,2.255e-05,129706.25366,2024-01-15T05:47:46.931Z,,2024-11-15T13:24:57.873Z,1077.643366
toshi,toshi,Toshi,https://coin-images.coingecko.com/coins/images/31126/large/Toshi_Logo_-_Circular.png?1721677476,0.00032867,138352005.0,401.0,138352005.0,7061291.0,0.00033108,0.00027607,4.4e-05,15.45803,18423735.0,15.3623,420690000000.0,420690000000.0,420690000000.0,0.00079383,-58.36659,2024-04-08T09:00:30.373Z,1.8963e-08,1742710.78763,2023-10-09T16:05:26.462Z,,2024-11-15T13:24:55.204Z,138.352005
keyboard-cat-base,keycat,Keyboard Cat (Base),https://coin-images.coingecko.com/coins/images/36608/large/keyboard_cat.jpeg?1711965348,0.01297649,129525353.0,418.0,129525353.0,8927539.0,0.01585028,0.01028009,0.00129526,11.08836,11210182.0,9.47485,10000000000.0,10000000000.0,10000000000.0,0.01585028,-18.63395,2024-11-15T10:15:50.320Z,0.00022064,5745.20858,2024-08-05T12:46:04.502Z,,2024-11-15T13:24:59.830Z,129.525353
mister-miggles,miggles,Mister Miggles,https://coin-images.coingecko.com/coins/images/39251/large/miggles.jpg?1721283044,0.129801,126896478.0,417.0,126896478.0,29108023.0,0.134028,0.06823,0.056378,76.78411,56515867.0,80.30034,958764877.7915385,958764877.7915385,1000000000.0,0.134028,-1.49281,2024-11-15T12:30:41.553Z,0.01288409,924.72888,2024-08-05T06:31:54.519Z,,2024-11-15T13:25:00.933Z,126.896478
doginme,doginme,doginme,https://coin-images.coingecko.com/coins/images/35123/large/doginme-logo1-transparent200.png?1710856784,0.00091118,63371422.0,659.0,63371422.0,2484356.0,0.00096322,0.00065488,0.00012602,16.04971,10281861.0,19.36701,67619999999.99996,67619999999.99996,69000000000.0,0.00177931,-47.94318,2024-03-25T14:49:16.065Z,3.99e-06,23092.6447,2024-02-09T03:23:12.727Z,,2024-11-15T13:24:57.850Z,63.371422
higher,higher,higher,https://coin-images.coingecko.com/coins/images/36084/large/200x200logo.png?1710427814,0.061875,62045194.0,658.0,62045194.0,2280934.0,0.064861,0.04926568,0.00728974,13.35469,9397015.0,17.8487,1000000000.0,1000000000.0,1000000000.0,0.114177,-44.70846,2024-04-04T03:24:05.700Z,0.00086388,7207.7824,2024-03-19T11:32:59.611Z,,2024-11-15T13:25:02.093Z,62.045194
basenji,benji,Basenji,https://coin-images.coingecko.com/coins/images/36416/large/ben200x200.jpg?1711420807,0.051989,51990807.0,729.0,51990807.0,2478642.0,0.056216,0.03601148,0.00662737,14.61025,6509435.0,14.31231,1000000000.0,1000000000.0,1000000000.0,0.104985,-49.96483,2024-06-10T04:30:56.937Z,0.0087781,498.41698,2024-05-14T14:51:22.348Z,,2024-11-15T13:24:55.381Z,51.990807
mfercoin,mfer,mfercoin,https://coin-images.coingecko.com/coins/images/36550/large/mfercoin-logo.png?1711876821,0.04785075,47814836.0,765.0,47814836.0,11232325.0,0.04847957,0.03384925,0.01082817,29.24747,10808120.0,29.20584,999998066.04,999998066.04,1000000000.0,0.263597,-81.84189,2024-03-31T13:30:38.574Z,0.00789423,506.32009,2024-09-06T21:06:41.047Z,,2024-11-15T13:25:01.341Z,47.814836
ski-mask-dog,ski,Ski Mask Dog,https://coin-images.coingecko.com/coins/images/37195/large/32992128-F52F-4346-84CA-8E0C48F43606.jpeg?1713676521,0.04571439,45408105.0,783.0,45408105.0,6106622.0,0.054207,0.03794187,-0.001145334903789874,-2.44418,-1533963.8294838667,-3.26778,1000000000.0,1000000000.0,1000000000.0,0.054207,-16.88555,2024-11-15T04:20:49.640Z,0.00040261,11090.5207,2024-09-17T01:22:02.031Z,,2024-11-15T13:24:53.578Z,45.408105
based-pepe,pepe,Based Pepe,https://coin-images.coingecko.com/coins/images/39763/large/based_pepe_transparent.png?1724010222,8.8098e-08,37064580.0,884.0,37064580.0,2056637.0,1.14799e-07,7.5414e-08,-2.6700748983e-08,-23.25875,-11257281.555372812,-23.29646,420690000000000.0,420690000000000.0,420690000000000.0,1.2267e-07,-28.19545,2024-11-13T18:05:41.791Z,5.358e-09,1543.9436,2024-08-19T06:44:21.182Z,,2024-11-15T13:24:55.254Z,37.06458
elonrwa,elonrwa,ElonRWA,https://coin-images.coingecko.com/coins/images/36970/large/elonrwa.png?1712910039,0.00073181,26506985.0,1065.0,51892007.0,11073981.0,0.00084992,0.0005209,0.00020521,38.9683,8331068.0,45.83575,35601948612.45617,69696969696.0,100000000000.0,0.00084992,-11.3753,2024-11-15T03:40:52.394Z,3.417e-05,2104.4575,2024-10-03T15:24:23.604Z,,2024-11-15T13:24:58.311Z,51.892007
chompcoin,chomp,ChompCoin,https://coin-images.coingecko.com/coins/images/36942/large/chomplogo200.png?1712864472,0.276873,25941028.0,1079.0,25941028.0,1620268.0,0.315164,0.16632,0.02713212,10.86412,2530137.0,10.80752,93693013.36237712,93693013.36237712,100000000.0,0.96151,-71.48775,2024-06-11T02:06:44.916Z,0.00230459,11795.72664,2024-04-14T11:47:35.079Z,,2024-11-15T13:24:57.076Z,25.941028
base-god,tybg,Base God,https://coin-images.coingecko.com/coins/images/34563/large/tybg.png?1705400778,0.00021017,25873831.0,1085.0,25873831.0,1574107.0,0.00021601,0.00013698,1.952e-05,10.23626,2826516.0,12.26397,122931704613.903,122931704613.903,125000000000.0,0.00070125,-70.26528,2024-03-05T15:34:12.420Z,2.26e-06,9122.12887,2024-01-24T03:02:48.172Z,,2024-11-15T13:24:55.276Z,25.873831
toby-toadgod,toby,Toby ToadGod,https://coin-images.coingecko.com/coins/images/36615/large/toby1.png?1711976453,6.4635e-08,24357585.0,1123.0,27064069.0,243941.0,7.0655e-08,5.7798e-08,5.517e-09,9.33277,2011328.0,9.00074,377995065618700.0,419995843396477.75,420000000000000.0,8.0647e-08,-21.85024,2024-04-11T00:30:02.406Z,8.607e-09,632.29337,2024-08-05T02:20:34.344Z,,2024-11-15T13:24:55.427Z,27.064069
mochi-thecatcoin,mochi,Mochi,https://coin-images.coingecko.com/coins/images/33083/large/CIRCLE-200x200.png?1713297273,2.215e-05,21840047.0,1174.0,21840047.0,485741.0,2.215e-05,1.567e-05,4.15e-06,23.04733,3863579.0,21.49243,1000000000000.0,1000000000000.0,1000000000000.0,8.118e-05,-72.83478,2024-03-26T08:26:28.517Z,4.76213e-07,4530.67957,2023-11-22T01:28:39.342Z,,2024-11-15T13:25:01.929Z,21.840047
normie-2,normie,NORMIE,https://coin-images.coingecko.com/coins/images/35880/large/NORMIEsite.png?1709983341,0.01993381,19486651.0,1245.0,19486651.0,1029118.0,0.022891,0.01708493,-0.001790395738105043,-8.24148,-1625675.606310904,-7.70013,974572368.6963344,974572368.6963344,1000000000.0,0.219147,-90.78414,2024-03-26T00:49:27.134Z,1.22927e-07,16429390.89353,2024-05-29T01:16:08.368Z,,2024-11-15T13:25:01.136Z,19.486651
floppa-cat,floppa,Floppa Cat,https://coin-images.coingecko.com/coins/images/36969/large/floppa.jpg?1722771377,0.01547447,15768981.0,1339.0,15768981.0,858867.0,0.0156615,0.01229292,0.00295832,23.63603,3277292.0,26.23578,1006862538.54212,1006862538.54212,1000000000.0,0.01542852,-0.41835,2024-11-15T12:25:49.364Z,0.00026512,5695.13639,2024-04-17T16:18:43.995Z,,2024-11-15T13:23:48.044Z,15.768981
based-chad,chad,Based Chad,https://coin-images.coingecko.com/coins/images/36285/large/logo_200_200_square.jpg?1712167823,0.00021215,14727174.0,1383.0,14727174.0,559489.0,0.00022427,0.00018578,3.05e-06,1.45792,20624.0,0.14024,69420000000.0,69420000000.0,69420000000.0,0.00026802,-21.37508,2024-11-13T16:51:59.078Z,3.93e-06,5255.73528,2024-08-05T01:16:01.721Z,,2024-11-15T13:23:21.670Z,14.727174
andy-on-base,andy,Andy,https://coin-images.coingecko.com/coins/images/36552/large/ANDY.jpg?1711896298,0.01374307,13717049.0,1421.0,13717049.0,357233.0,0.01445404,0.01141521,0.00194711,16.50659,1921088.0,16.28598,1000000000.0,1000000000.0,1000000000.0,0.04575116,-70.31732,2024-06-07T14:37:30.247Z,0.00161819,739.22052,2024-04-02T21:40:01.821Z,,2024-11-15T13:24:28.189Z,13.717049
bamboo-on-base,bamboo,Bamboo on Base,https://coin-images.coingecko.com/coins/images/39126/large/Bamboo_Logo_800x800.png?1720656497,0.01137691,11368202.0,1548.0,11368202.0,207928.0,0.0113682,0.01090392,0.00020258,1.81294,227341.0,2.04061,1000000000.0,1000000000.0,1000000000.0,0.04278792,-73.80968,2024-07-21T08:10:34.327Z,0.00345168,224.66227,2024-07-11T00:17:07.214Z,,2024-11-15T13:24:27.831Z,11.368202
lucky-dog,lucky,Lucky Dog,https://coin-images.coingecko.com/coins/images/51334/large/LUCKYTokenSymbol.png?1730797716,0.0013696,10625335.0,1571.0,10625335.0,324394.0,0.0016382,0.00123898,-0.0002678906413899,-16.35984,-2114464.643993497,-16.59732,7777777777.0,7777777777.0,7777777777.0,0.00412234,-66.33585,2024-11-11T17:40:34.037Z,0.00034272,304.92128,2024-11-05T22:45:00.104Z,,2024-11-15T13:23:23.888Z,10.625335
boomer,boomer,Boomer,https://coin-images.coingecko.com/coins/images/36477/large/Token_Image_200x200.png?1714757172,0.01013889,9398042.0,1643.0,9398042.0,1248974.0,0.01022626,0.0077239,0.00148417,17.14863,1373021.0,17.10925,926930477.6448815,926930477.6448815,1000000000.0,0.061015,-83.57047,2024-05-04T15:18:23.526Z,0.00066653,1403.96097,2024-03-29T00:23:53.401Z,,2024-11-15T13:24:08.597Z,9.398042
crash-on-base,crash,Crash On Base,https://coin-images.coingecko.com/coins/images/38817/large/_iNshlUA.png?1722185418,0.00941478,9003480.0,1674.0,9003480.0,203202.0,0.00954022,0.00634638,0.00262676,38.69692,2512229.0,38.70178,956313165.6720687,956313165.6720687,1000000000.0,0.03898669,-75.61086,2024-06-27T13:23:19.268Z,0.0012617,653.62719,2024-06-22T18:41:59.050Z,,2024-11-15T13:24:27.180Z,9.00348
young-peezy-aka-pepe,peezy,Young Peezy AKA Pepe,https://coin-images.coingecko.com/coins/images/36649/large/PFP_CG_200x200.jpeg?1719953176,0.00879596,8795965.0,1698.0,8795965.0,176984.0,0.00889667,0.00711316,-9.0375995128313e-05,-1.01702,-114139.44312936254,-1.28101,1000000000.0,1000000000.0,1000000000.0,0.01746762,-50.67893,2024-04-28T00:59:03.640Z,0.00020222,4160.40258,2024-04-02T22:36:21.955Z,,2024-11-15T13:20:38.698Z,8.795965
weirdo-2,weirdo,Weirdo,https://coin-images.coingecko.com/coins/images/37847/large/New_Project_%2823%29.png?1726539603,9.69e-05,6634192.0,1845.0,6634192.0,552266.0,0.0001087,6.97e-05,2.358e-05,32.15779,1451514.0,28.00703,69420000000.0,69420000000.0,69420000000.0,0.00023272,-58.78851,2024-05-23T09:55:43.246Z,1.774e-05,440.76622,2024-09-24T08:20:32.666Z,,2024-11-15T13:23:29.497Z,6.634192
upside-down-meme,wewe,WEWECOIN,https://coin-images.coingecko.com/coins/images/39135/large/wewe_logo.png?1720857800,6.603e-05,6335794.0,1887.0,6335794.0,105234.0,8.093e-05,6.119e-05,-9.059928439587e-06,-12.06471,-1168709.9297694238,-15.57345,100000000000.0,100000000000.0,100000000000.0,0.00039717,-84.12826,2024-07-21T08:17:29.800Z,1.702e-05,270.46042,2024-07-11T20:35:40.257Z,,2024-11-15T13:24:27.445Z,6.335794
coinye-west,coinye,Coinye West,https://coin-images.coingecko.com/coins/images/36403/large/Coinye_West.png?1711369153,0.00622894,5478650.0,2008.0,6228944.0,108113.0,0.00618537,0.00378188,0.00202377,48.12567,1786810.0,48.39891,879547068.52782,1000000000.0,1000000000.0,0.04538102,-86.55345,2024-04-02T01:51:21.711Z,0.00067012,810.61368,2024-09-06T21:01:55.249Z,,2024-11-15T13:24:26.735Z,6.228944
skull-of-pepe-token,skop,Skull of Pepe Token,https://coin-images.coingecko.com/coins/images/38342/large/skop.jpeg?1717141011,0.03551627,5331522.0,2059.0,5331522.0,746851.0,0.03554348,0.02343281,0.01170791,49.17561,1755865.0,49.10606,150000000.0,150000000.0,150000000.0,0.142385,-76.42517,2024-06-01T15:05:59.320Z,0.01388457,141.75802,2024-10-26T02:16:11.142Z,,2024-11-15T13:23:37.784Z,5.331522
briun-armstrung,briun,Briun Armstrung,https://coin-images.coingecko.com/coins/images/36183/large/200x200.png?1710758416,0.00662581,5260926.0,2037.0,5260926.0,584425.0,0.00804402,0.00389251,0.00271132,69.26371,2149741.0,69.0972,794004619.4459447,794004619.4459447,1000000000.0,0.0328559,-80.43515,2024-03-20T15:32:01.959Z,0.00025805,2391.06485,2024-09-17T04:20:22.795Z,,2024-11-15T13:24:03.674Z,5.260926
all-your-base-2,ayb,All Your Base,https://coin-images.coingecko.com/coins/images/35777/large/AYB-Coingecko.png?1718634946,1.97e-06,3908850.0,2280.0,3908850.0,155149.0,1.98e-06,1.43e-06,1.7389e-08,0.8923,30734.0,0.79251,1990000000000.0,1990000000000.0,1990000000000.0,5.44e-06,-64.28169,2024-03-30T04:38:55.959Z,2.81124e-07,591.72482,2024-09-18T10:19:26.007Z,,2024-11-15T13:24:25.792Z,3.90885
kendu-inu-2,kendu,Kendu Inu,https://coin-images.coingecko.com/coins/images/51087/large/Based_Kendu_Logo_%281%29.png?1730019305,3.53e-06,3526621.0,2361.0,3526621.0,66080.0,4.05e-06,3.44e-06,-1.93806094613e-07,-5.20924,-193806.0946133607,-5.20924,1000000000000.0,1000000000000.0,1000000000000.0,6.43e-06,-45.15403,2024-11-02T17:01:33.607Z,3.39e-06,3.87822,2024-11-11T18:41:26.373Z,,2024-11-15T13:04:35.157Z,3.526621
booshi,booshi,Booshi,https://coin-images.coingecko.com/coins/images/51056/large/BOOSHI.png?1729875831,0.00034586,3458632.0,2376.0,3458632.0,119.67,0.00035487,0.00033402,-8.53162371592e-06,-2.40738,-90031.8770194212,-2.53706,10000000000.0,10000000000.0,10000000000.0,0.0005311,-34.90017,2024-10-29T19:40:37.333Z,0.00032717,5.67742,2024-11-09T03:00:58.371Z,,2024-11-15T13:23:23.831Z,3.458632
condo,condo,CONDO,https://coin-images.coingecko.com/coins/images/37174/large/1000012387.jpg?1724589415,0.00032506,3250617.0,2422.0,3250617.0,27296.0,0.00035225,0.00030533,-2.2881936229663e-05,-6.57633,-228819.3622966283,-6.57633,10000000000.0,10000000000.0,10000000000.0,0.00080347,-59.6753,2024-06-11T01:37:56.930Z,0.00013267,144.21034,2024-09-11T15:01:03.265Z,,2024-11-15T13:19:05.179Z,3.250617
aerobud,aerobud,AEROBUD,https://coin-images.coingecko.com/coins/images/38210/large/Logo_Coingecko.png?1716798924,0.00293988,2937746.0,2516.0,2937746.0,208638.0,0.00377237,0.00240817,-0.000832490623224161,-22.06809,-836222.769675557,-22.15765,1000000000.0,1000000000.0,1000000000.0,0.00536663,-45.26539,2024-06-05T20:34:58.318Z,0.00018696,1471.1121,2024-05-30T18:44:41.103Z,,2024-11-15T13:23:48.137Z,2.937746
beebase,bee,BeeBase,https://coin-images.coingecko.com/coins/images/40003/large/logo.png?1725281733,1.39e-05,2919648.0,2520.0,2919648.0,255.57,1.424e-05,1.352e-05,-3.39394082759e-07,-2.38297,-71272.7573793712,-2.38297,210000000000.0,210000000000.0,210000000000.0,2.371e-05,-41.54668,2024-09-02T16:18:58.357Z,9.78e-06,41.75407,2024-10-10T18:36:49.850Z,,2024-11-15T13:21:56.048Z,2.919648
basedmilio,based,Basedmilio,https://coin-images.coingecko.com/coins/images/37685/large/tokenicon.png?1715224333,0.0023597,2407680.0,2666.0,2407680.0,95499.0,0.00241263,0.001674,0.000286,13.79195,333986.0,16.10584,1000000000.0,1000000000.0,1000000000.0,0.01004687,-76.09229,2024-07-15T19:28:45.818Z,0.00046352,418.19896,2024-10-04T00:58:26.173Z,,2024-11-15T13:24:26.706Z,2.40768
poncho,poncho,Poncho,https://coin-images.coingecko.com/coins/images/36160/large/ponchologo.PNG?1710744293,0.248293,2396097.0,2670.0,2396097.0,52564.0,0.243765,0.167916,0.04871496,24.40893,397635.0,19.89704,10000000.0,10000000.0,10000000.0,1.96,-87.63408,2024-03-26T10:08:50.455Z,0.03280038,640.32894,2024-08-05T01:16:47.392Z,,2024-11-15T13:24:25.619Z,2.396097
null-matrix,null,NULL MATRIX,https://coin-images.coingecko.com/coins/images/51086/large/PFP1_%281%29.jpg?1731565014,232.42,2237760.0,2733.0,2237760.0,399312.0,233.25,145.32,51.83,28.70183,504265.0,29.08951,9614.369661363371,9614.369661363371,10000.0,387.03,-40.15212,2024-10-27T13:10:52.071Z,134.98,71.59865,2024-11-05T20:56:30.598Z,,2024-11-15T13:23:51.187Z,2.23776
sumi,sumi,SUMI,https://coin-images.coingecko.com/coins/images/51253/large/SUMI.jpg?1730477794,0.0020603,2043500.0,2801.0,2043500.0,93561.0,0.00231699,0.00104205,0.00100666,95.54194,998456.0,95.54194,991847227.700521,991847227.700521,991847227.0,0.00231699,-11.07867,2024-11-15T03:40:38.951Z,0.00053215,287.16719,2024-11-09T18:08:42.282Z,,2024-11-15T12:52:56.670Z,2.0435
this-is-my-iguana,timi,This Is My Iguana,https://coin-images.coingecko.com/coins/images/39361/large/200x200.png?1722464115,0.00181697,1711992.0,2964.0,1711992.0,414851.0,0.00191472,0.00063044,0.00118493,187.47933,1116524.0,187.50352,942225507.7814456,942225507.7814456,1000000000.0,0.00860314,-80.75459,2024-07-27T03:05:18.061Z,0.00013297,1145.13894,2024-10-28T17:28:30.688Z,,2024-11-15T13:21:08.843Z,1.711992
beni,beni,Beni,https://coin-images.coingecko.com/coins/images/36691/large/1000017459.jpg?1712092250,0.00168665,1672612.0,3160.0,1672612.0,70598.0,0.0014058,0.0010078,0.00048552,40.42202,478539.0,40.07616,991677992.4153783,991677992.4153783,1000000000.0,0.00927137,-84.83721,2024-04-21T16:59:09.725Z,0.00039156,259.02219,2024-08-07T18:30:50.869Z,,2024-11-15T13:20:39.066Z,1.672612
woofwork-io,woof,WoofWork.io,https://coin-images.coingecko.com/coins/images/28903/large/WWlogoTransparent_200x200.png?1696527879,0.00019556,1544641.0,3058.0,1544641.0,7066.99,0.00020313,0.00019102,-5.870992795304e-06,-2.91462,-47124.85261883773,-2.96054,7900000000.0,7900000000.0,7900000000.0,0.00420008,-95.34896,2023-02-08T02:15:17.154Z,4.1e-05,376.40579,2024-09-12T02:47:30.684Z,,2024-11-15T13:24:27.249Z,1.544641
tn100x,tn100x,TN100x,https://coin-images.coingecko.com/coins/images/35729/large/patch-transparent-blue.png?1729878068,0.00064603,1522512.0,3070.0,6188048.0,92376.0,0.00071459,0.00061691,-5.6942785496298e-05,-8.10027,-167185.64100084337,-9.89441,2382519553.5543265,9683436313.204268,10000000000.0,0.00583127,-89.04226,2024-05-07T18:57:32.398Z,0.00019674,224.78713,2024-03-14T04:41:38.762Z,,2024-11-15T13:24:58.025Z,6.188048
aethernet,aether,Aethernet,https://coin-images.coingecko.com/coins/images/51065/large/Aether_Farcaster_frame.png?1729943869,0.00145806,1458062.0,3174.0,1458062.0,475390.0,0.00138983,0.00072148,9.949e-05,7.32308,270191.0,22.74579,1000000000.0,1000000000.0,1000000000.0,0.001707,-20.26011,2024-11-14T10:21:49.366Z,0.00019491,598.36467,2024-11-08T10:37:02.285Z,,2024-11-15T13:21:25.234Z,1.458062
goatwifhat,gif,goatwifhat,https://coin-images.coingecko.com/coins/images/37776/large/GIF_logo_200x200.png?1715581191,0.00117603,1177006.0,3310.0,1177006.0,278446.0,0.00140233,0.00041924,0.00070463,149.47468,755589.0,179.29747,1000000000.0,1000000000.0,1000000000.0,0.00152864,-21.09435,2024-06-14T09:33:23.359Z,7.249e-05,1563.93153,2024-10-02T20:19:59.300Z,,2024-11-15T13:24:27.097Z,1.177006
mutatio-flies,flies,MUTATIO,https://coin-images.coingecko.com/coins/images/36752/large/MUTATIO.png?1712218952,2.09,1168509.0,3319.0,1168509.0,16659.79,2.44,2.07,-0.08240429542961003,-3.78691,-45970.26685504452,-3.78518,558777.0,558777.0,1023617.0,14.17,-84.79974,2024-04-14T09:08:15.806Z,0.71461,201.38908,2024-08-05T01:45:48.025Z,,2024-11-15T13:24:28.251Z,1.168509
tadpole,tad,Tadpole,https://coin-images.coingecko.com/coins/images/39783/large/IMG_7927.PNG?1724101375,0.00165522,1142104.0,3352.0,1142104.0,36616.0,0.00188698,0.0015697,-0.000204103474160672,-10.97728,-140831.39717086358,-10.97728,690000000.0,690000000.0,690000000.0,0.00617812,-73.28371,2024-09-02T19:15:42.090Z,0.00034696,375.71837,2024-08-20T16:01:33.406Z,,2024-11-15T13:22:31.427Z,1.142104
landwolf-base,wolf,Landwolf,https://coin-images.coingecko.com/coins/images/36803/large/IMG_8678.jpeg?1712469842,2.71e-09,1137916.0,3358.0,1137916.0,74605.0,3.202e-09,2.485e-09,-3.99105123e-10,-12.83691,-172245.68898544507,-13.1469,420690000000000.0,420690000000000.0,420690000000000.0,2.3732e-08,-88.60219,2024-06-10T03:14:50.920Z,1.049e-09,157.80197,2024-05-14T09:58:00.351Z,,2024-11-15T13:24:58.606Z,1.137916
agent-zero,$wsb,Agent Zero,https://coin-images.coingecko.com/coins/images/51310/large/photo_2024-11-03_07-33-29.jpg?1730643955,0.053994,1133868.0,3369.0,1133868.0,108116.0,0.053491,0.03003795,0.0238775,79.28448,501427.0,79.28448,21000000.0,21000000.0,21000000.0,0.084564,-43.85604,2024-11-04T12:14:02.319Z,0.02422226,96.00718,2024-11-14T07:08:13.363Z,,2024-11-15T13:21:09.589Z,1.133868
tyler,tyler,Tyler,https://coin-images.coingecko.com/coins/images/50734/large/photo_2024-09-23_09-14-08.jpg?1728916087,0.00104173,1019267.0,3482.0,1019267.0,46024.0,0.00101927,0.00079755,0.00015503,17.48415,131381.0,14.797,1000000000.0,1000000000.0,1000000000.0,0.00208736,-55.26018,2024-10-20T14:27:49.645Z,0.00047448,96.82275,2024-10-14T23:21:50.366Z,,2024-11-15T13:24:28.810Z,1.019267
carlo,carlo,Carlo,https://coin-images.coingecko.com/coins/images/37553/large/CARLO_200x200.png?1714752141,0.00090637,905082.0,3538.0,905082.0,45432.0,0.00090508,0.00066093,4.582e-05,5.32493,43601.0,5.06112,1000000000.0,1000000000.0,1000000000.0,0.02020769,-95.62128,2024-06-12T21:26:23.430Z,0.00024013,268.48784,2024-09-19T05:51:49.690Z,,2024-11-15T13:24:28.028Z,0.905082
just-a-black-rock-on-base,rock,Just a Black Rock on Base,https://coin-images.coingecko.com/coins/images/36495/large/photo_2024-04-05_12-19-47.jpg?1712427724,7.299e-05,725057.0,3762.0,725057.0,4032.9,7.289e-05,6.392e-05,5.73e-06,8.52077,52561.0,7.81578,10000000000.0,10000000000.0,10000000000.0,0.0058743,-98.7851,2024-03-29T09:57:55.378Z,3.016e-05,136.66195,2024-09-06T21:01:54.904Z,,2024-11-15T13:24:26.750Z,0.725057
maga-vp,mvp,MAGA VP,https://coin-images.coingecko.com/coins/images/37462/large/1000017296.jpg?1714451792,0.01617263,715827.0,3764.0,769506.0,43065.0,0.01689168,0.01309143,0.00038738,2.45407,3289.91,0.46172,44186532.529903114,47500000.0,47500000.0,0.709196,-97.72674,2024-05-17T13:06:37.603Z,0.01309143,23.14846,2024-11-15T03:09:16.934Z,,2024-11-15T13:24:57.711Z,0.769506
mork-2,mork,MORK,https://coin-images.coingecko.com/coins/images/39675/large/Mork_200_x_200_Circle.png?1723609160,0.00083336,656519.0,3830.0,780689.0,4044.32,0.00086281,0.00071764,0.00010151,13.86973,82027.0,14.27812,787800953.0,936800952.0,999999999.0,0.0047536,-82.46893,2024-08-18T03:00:59.425Z,0.00045353,83.74851,2024-09-13T15:36:08.179Z,,2024-11-15T12:53:53.640Z,0.780689
workie,workie,Workie,https://coin-images.coingecko.com/coins/images/38774/large/Pfp2_%281%29.png?1724903016,0.00063973,640274.0,3846.0,640274.0,27405.0,0.00067633,0.00055666,-3.6605971655835e-05,-5.41243,-37061.531063796254,-5.47166,1000000000.0,1000000000.0,1000000000.0,0.00249403,-74.31435,2024-06-20T15:46:32.794Z,7.825e-05,718.65647,2024-07-29T10:15:15.863Z,,2024-11-15T13:22:07.567Z,0.640274
wild-goat-coin-2,wgc,Wild Goat Coin,https://coin-images.coingecko.com/coins/images/37966/large/COIN_200x200.png?1716778831,8.742e-05,606795.0,3885.0,606795.0,9362.25,9.203e-05,8.543e-05,-3.561960066215e-06,-3.91508,-24951.951288301498,-3.94968,6942000000.0,6942000000.0,6942000000.0,0.00011857,-26.24078,2024-10-20T20:00:32.304Z,5.64e-06,1451.75965,2024-09-16T05:00:42.636Z,,2024-11-15T13:24:31.026Z,0.606795
wagmi-3,wagmi,WAGMI,https://coin-images.coingecko.com/coins/images/37576/large/Logo_2.png?1714957412,0.00065262,587357.0,3894.0,587357.0,22759.0,0.000665,0.0004783,0.00014514,28.59955,130108.0,28.45448,900000000.0,900000000.0,900000000.0,0.00243471,-73.24079,2024-07-04T00:58:17.309Z,6.707e-05,871.38235,2024-10-23T18:22:35.063Z,,2024-11-15T13:23:23.100Z,0.587357
corgi,corgi,Corgi,https://coin-images.coingecko.com/coins/images/36929/large/corgi_-_200x200.png?1712803178,0.00050831,508306.0,4046.0,508306.0,2413.88,0.00052326,0.00049378,-1.4957866511347e-05,-2.85857,-8765.063084746362,-1.69514,1000000000.0,1000000000.0,1000000000.0,0.00157901,-67.8085,2024-04-22T12:43:51.172Z,0.00011247,351.95845,2024-08-05T01:20:22.992Z,,2024-11-15T13:07:41.336Z,0.508306
based-lambow,lambow,Based Lambow,https://coin-images.coingecko.com/coins/images/38690/large/new-logo.jpg?1731187032,0.00047078,470783.0,4118.0,470783.0,27688.0,0.00058693,0.00046967,-5.4129632256419e-05,-10.31213,-54129.632256419456,-10.31213,1000000000.0,1000000000.0,1000000000.0,0.00244486,-80.74397,2024-06-23T18:00:01.155Z,0.0001382,240.65794,2024-08-27T13:12:36.679Z,,2024-11-15T13:05:58.014Z,0.470783
sandwich-cat,saca,Sandwich Cat,https://coin-images.coingecko.com/coins/images/36876/large/200x200_%281%29.png?1712646447,0.00044624,435283.0,4189.0,435283.0,10095.68,0.00047446,0.00043499,-2.3294911082518e-05,-4.96128,-22967.408024632314,-5.01198,975045626.985454,975045626.985454,1000000000.0,0.00180166,-75.24839,2024-04-25T08:12:56.317Z,3.762e-05,1085.43026,2024-04-18T06:52:41.727Z,,2024-11-15T13:23:46.530Z,0.435283
